Seq,Host,Starttime,JobRuntime,Send,Receive,Exitval,Signal,Command,V1,Stdout,Stderr
91,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/91.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/91.cnf,"Final circuit size: 111 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
92,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/92.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/92.cnf,"Final circuit size: 162 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
93,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/93.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/93.cnf,"Final circuit size: 111 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
94,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/94.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/94.cnf,"Final circuit size: 112 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
95,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/95.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/95.cnf,"Final circuit size: 155 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
96,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/96.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/96.cnf,"Final circuit size: 112 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
97,:,1737406392.000,0.000,0,87,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/97.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/97.cnf,"Final circuit size: 22 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
98,:,1737406392.000,0.000,0,87,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/98.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/98.cnf,"Final circuit size: 34 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
99,:,1737406392.000,0.000,0,87,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/99.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/99.cnf,"Final circuit size: 22 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
100,:,1737406392.000,0.000,0,87,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/100.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/100.cnf,"Final circuit size: 22 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
101,:,1737406392.000,0.000,0,87,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/101.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/101.cnf,"Final circuit size: 34 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
102,:,1737406392.000,0.000,0,87,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/102.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/102.cnf,"Final circuit size: 22 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
103,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/103.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/103.cnf,"Final circuit size: 111 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
50,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/50.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/50.cnf,"Final circuit size: 14558 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
53,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/53.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/53.cnf,"Final circuit size: 14129 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
59,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/59.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/59.cnf,"Final circuit size: 13641 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
104,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/104.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/104.cnf,"Final circuit size: 162 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
51,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/51.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/51.cnf,"Final circuit size: 13344 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
62,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/62.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/62.cnf,"Final circuit size: 13645 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
49,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/49.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/49.cnf,"Final circuit size: 13413 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
105,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/105.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/105.cnf,"Final circuit size: 111 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
106,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/106.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/106.cnf,"Final circuit size: 112 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
52,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/52.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/52.cnf,"Final circuit size: 13668 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
54,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/54.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/54.cnf,"Final circuit size: 13385 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
107,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/107.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/107.cnf,"Final circuit size: 155 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
108,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/108.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/108.cnf,"Final circuit size: 112 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
109,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/109.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/109.cnf,"Final circuit size: 111 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
110,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/110.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/110.cnf,"Final circuit size: 162 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
58,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/58.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/58.cnf,"Final circuit size: 10799 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
60,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/60.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/60.cnf,"Final circuit size: 10730 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
111,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/111.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/111.cnf,"Final circuit size: 111 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
61,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/61.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/61.cnf,"Final circuit size: 10809 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
112,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/112.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/112.cnf,"Final circuit size: 111 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
63,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/63.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/63.cnf,"Final circuit size: 10770 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
113,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/113.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/113.cnf,"Final circuit size: 162 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
114,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/114.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/114.cnf,"Final circuit size: 111 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
127,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/127.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/127.cnf,"Final circuit size: 3761 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
128,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/128.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/128.cnf,"Final circuit size: 4687 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
129,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/129.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/129.cnf,"Final circuit size: 3749 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
130,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/130.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/130.cnf,"Final circuit size: 3789 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
131,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/131.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/131.cnf,"Final circuit size: 4687 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
132,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/132.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/132.cnf,"Final circuit size: 3749 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
133,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/133.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/133.cnf,"Final circuit size: 3765 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
134,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/134.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/134.cnf,"Final circuit size: 4687 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
135,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/135.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/135.cnf,"Final circuit size: 3751 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
136,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/136.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/136.cnf,"Final circuit size: 3781 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
137,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/137.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/137.cnf,"Final circuit size: 4687 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
139,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/139.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/139.cnf,"Final circuit size: 3789 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
140,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/140.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/140.cnf,"Final circuit size: 4687 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
138,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/138.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/138.cnf,"Final circuit size: 3749 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
142,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/142.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/142.cnf,"Final circuit size: 3811 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
148,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/148.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/148.cnf,"Final circuit size: 1321 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
141,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/141.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/141.cnf,"Final circuit size: 3747 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
143,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/143.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/143.cnf,"Final circuit size: 4631 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
144,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/144.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/144.cnf,"Final circuit size: 3831 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
149,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/149.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/149.cnf,"Final circuit size: 1626 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
150,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/150.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/150.cnf,"Final circuit size: 1317 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
154,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/154.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/154.cnf,"Final circuit size: 1327 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
155,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/155.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/155.cnf,"Final circuit size: 1624 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
156,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/156.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/156.cnf,"Final circuit size: 1341 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
173,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/173.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/173.cnf,"Final circuit size: 1672 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
175,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/175.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/175.cnf,"Final circuit size: 1332 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
172,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/172.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/172.cnf,"Final circuit size: 1332 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
174,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/174.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/174.cnf,"Final circuit size: 1326 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
187,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/187.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/187.cnf,"Final circuit size: 108 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
176,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/176.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/176.cnf,"Final circuit size: 1669 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
177,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/177.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/177.cnf,"Final circuit size: 1320 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
178,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/178.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/178.cnf,"Final circuit size: 1330 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
179,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/179.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/179.cnf,"Final circuit size: 1667 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
180,:,1737406392.000,0.000,0,89,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/180.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/180.cnf,"Final circuit size: 1320 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
188,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/188.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/188.cnf,"Final circuit size: 162 Estimated probability 0.50000000 (epsilon 0) found in 0 seconds ",
189,:,1737406392.000,0.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/189.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/189.cnf,"Final circuit size: 108 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
125,:,1737406392.000,0.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/125.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/125.cnf,"Final circuit size: 17561 Estimated probability 0.48437500 (epsilon 0) found in 0 seconds ",
199,:,1737406392.000,1.000,0,88,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/199.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/199.cnf,"Final circuit size: 108 Estimated probability 0.25000000 (epsilon 0) found in 0 seconds ",
121,:,1737406392.000,1.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/121.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/121.cnf,"Final circuit size: 17059 Estimated probability 0.25781250 (epsilon 0) found in 0 seconds ",
122,:,1737406392.000,1.000,0,90,0,0,"schlandals --timeout 600 -i /data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/122.cnf compile | tr '\n' ' '",/data/schlandals/pwmc_benchmarks/instances/bayesian_networks/pcnf/pigs/122.cnf,"Final circuit size: 17865 Estimated probability 0.48437500 (epsilon 0) found in 0 seconds ",
